trip_id,vehicle_id,driver_id,start_time,end_time,distance_km,energy_used_kwh,avg_speed_kmh,start_soc,end_soc,start_lat,start_lon,end_lat,end_lon,region
969,35,39,2023-04-14 03:45:01,2023-04-14 07:00:54,229.78,42.278,70.38,59.96,5,-68.381524,-154.861771,21.015424,10.008309,West
970,33,10,2024-11-03 21:51:05,2024-11-04 03:45:56,219.72,45.005,37.15,70.61,21.64,-12.314454,53.18202,84.25954,-127.53256,Central
971,29,15,2024-11-30 05:46:20,2024-11-30 07:25:55,121.64,28.805,73.28,92.28,33.49,59.904953,-129.310904,17.262292,174.177971,North
972,21,6,2024-11-03 14:32:40,2024-11-03 16:13:43,53.86,11.989,31.98,70.96,54.97,14.013717,57.559275,-62.774437,-126.055282,West
973,24,36,2024-05-16 02:38:53,2024-05-16 03:12:12,41.52,8.48,74.75,42.51,33.54,-78.0196,-112.371272,66.521967,-174.876483,North
974,41,4,2024-03-18 22:07:32,2024-03-18 23:53:25,158.92,21.016,90.04,62.67,20.55,59.97302,164.161693,26.532151,156.979166,East
975,48,35,2023-05-20 14:39:35,2023-05-20 20:12:55,288.9,66.321,52.0,43.38,5,17.257921,-78.403518,-59.189253,136.742119,East
976,42,29,2023-03-07 17:57:07,2023-03-07 21:02:45,243.04,32.907,78.55,56.12,12.3,-16.562359,-125.778964,23.7511,-80.580562,Central
977,2,22,2023-12-06 10:35:42,2023-12-06 12:25:11,58.25,10.243,31.92,64.31,47.3,87.537267,145.138673,-33.99693,129.317206,North
978,8,8,2023-03-19 03:42:47,2023-03-19 06:49:58,164.82,36.622,52.83,41.87,5,-13.550021,152.307661,7.970769,-58.606952,North
979,12,20,2023-11-13 08:10:58,2023-11-13 14:05:39,205.19,31.143,34.71,92.47,36.76,-74.33927,-78.013646,50.535053,85.546149,East
980,4,20,2023-10-30 21:00:11,2023-10-30 21:49:38,34.13,5.493,41.4,88.05,78.72,-80.121806,-154.613713,-25.651674,76.460266,West
981,10,4,2023-06-07 07:58:55,2023-06-07 08:57:19,75.69,14.459,77.76,45.37,23.89,68.041194,-44.643491,49.70282,25.075916,North
982,37,25,2023-03-31 09:16:20,2023-03-31 10:47:40,84.44,11.64,55.47,65.95,53.17,-5.699787,-145.921549,-10.806384,164.229231,North
983,2,27,2024-05-07 02:03:56,2024-05-07 02:47:54,73.95,18.163,100.89,47.5,17.33,-76.737347,140.201203,-12.398765,-82.85279,North
984,49,7,2023-07-11 07:39:53,2023-07-11 10:27:59,230.08,45.599,82.12,38.16,5,41.697088,13.624229,25.834862,110.011064,Central
985,33,6,2024-10-19 07:45:45,2024-10-19 11:55:23,192.56,33.659,46.28,92.91,56.28,88.807175,-128.077451,89.215148,33.224814,Central
986,13,16,2024-02-22 12:23:25,2024-02-22 15:03:56,286.02,38.617,106.91,66.08,5,-36.241044,-119.579007,68.618195,103.476037,East
987,34,40,2023-08-13 16:00:02,2023-08-13 20:33:20,197.65,47.558,43.39,33.91,5,-23.661797,95.912979,-86.996028,-71.337917,West
988,21,39,2023-07-14 20:54:32,2023-07-15 01:05:28,252.65,52.012,60.41,52.84,5,-44.347979,160.381849,37.18477,40.786129,West
989,42,33,2023-08-07 12:01:21,2023-08-07 12:13:44,18.42,3.059,89.13,66.6,62.53,-34.846194,92.342741,-75.14935,-30.694705,Central
990,30,8,2024-10-07 01:36:24,2024-10-07 02:13:35,46.2,8.401,74.52,48.16,29.28,-22.232292,89.159074,50.894777,135.939724,South
991,44,33,2024-09-14 23:25:04,2024-09-15 00:35:14,98.9,15.959,84.57,52.27,34.44,39.603695,-101.648832,-55.491721,-83.279633,Central
992,33,18,2023-07-11 00:26:07,2023-07-11 04:01:50,200.37,49.107,55.73,43.69,5,-75.740825,161.842303,-83.196537,25.309748,Central
993,26,2,2024-12-10 22:32:05,2024-12-11 01:05:36,209.09,39.138,81.72,30.13,5,29.445633,103.192581,-51.312176,-72.154197,East
994,1,12,2023-11-17 21:55:01,2023-11-17 23:53:16,168.96,29.929,85.72,61.78,5,89.444866,-162.291489,19.559411,33.999227,East
995,8,5,2024-02-23 09:09:04,2024-02-23 09:17:50,14.13,2.977,96.57,73.65,68.17,-21.413185,-55.837537,-37.575983,111.801362,North
996,27,25,2024-10-04 17:05:59,2024-10-04 20:05:33,182.39,41.48,60.94,84.54,27.87,74.336459,-21.547431,13.895629,142.40086,South
997,1,8,2023-12-26 09:12:50,2023-12-26 11:43:44,114.29,25.05,45.44,30.61,5,6.832614,58.706856,28.389312,176.377827,East
998,21,23,2023-05-29 18:02:11,2023-05-29 18:26:06,31.54,6.817,79.08,49.71,40.62,-8.342061,-87.94643,-68.0468,74.538078,West
999,17,32,2023-10-09 22:47:42,2023-10-09 23:01:23,15.85,3.213,69.43,75.76,69.0,-6.014363,157.541544,88.458428,-30.198426,South
1000,1,13,2024-09-29 18:51:03,2024-09-29 23:49:24,193.34,36.742,38.88,48.03,5,-60.181202,97.853046,19.316114,-6.229812,East
1001,13,36,2023-05-31 12:08:21,2023-05-31 14:47:31,199.65,39.494,75.26,74.35,9.18,-45.653258,-10.079004,-43.343522,131.839132,East
1002,6,38,2023-04-10 14:41:09,2023-04-10 20:17:08,225.06,52.362,40.19,90.68,5,25.249775,-64.154103,37.89012,28.084954,Central
1003,38,18,2023-05-30 00:22:19,2023-05-30 08:22:48,255.06,53.901,31.85,93.04,5.4,35.94119,-133.344875,-1.53983,-68.007404,North
1004,44,17,2024-06-12 16:48:05,2024-06-12 19:22:06,170.23,35.223,66.31,90.96,51.6,-11.450003,134.347571,72.881002,-129.839825,Central
1005,46,4,2024-10-25 05:06:01,2024-10-25 09:27:52,281.93,45.922,64.6,94.68,23.04,82.949114,103.501496,-60.195386,60.505384,South
1006,49,34,2023-12-29 09:48:25,2023-12-29 11:55:30,151.19,32.74,71.38,32.83,5,-41.791725,-91.885547,25.810933,-138.986484,Central
1007,4,18,2024-12-14 08:03:29,2024-12-14 10:00:50,128.92,19.77,65.91,30.34,5,70.757375,137.826576,-69.494119,60.097923,West
1008,8,37,2024-09-19 08:06:51,2024-09-19 08:15:15,12.48,2.257,89.0,93.58,89.42,86.186546,101.891234,-61.448474,175.892042,North
1009,6,16,2023-06-02 22:02:59,2023-06-02 23:01:31,53.52,7.579,54.86,70.69,56.09,-28.706215,-33.759942,39.19153,-95.573365,Central
1010,35,28,2024-09-19 15:18:46,2024-09-19 15:26:30,12.09,2.791,93.78,90.78,85.8,50.559254,117.864624,-31.854371,-1.948475,West
1011,18,7,2024-01-03 20:06:22,2024-01-03 21:25:17,75.32,12.807,57.26,33.54,18.33,-2.627037,143.14839,-13.638991,-75.79148,South
1012,18,5,2024-08-25 13:01:05,2024-08-25 15:48:52,181.99,33.409,65.08,36.22,5,-51.330326,171.93028,9.899755,-145.364934,South
1013,10,6,2023-02-17 03:17:11,2023-02-17 07:51:44,275.43,58.723,60.19,87.86,5,-57.332225,172.423115,44.191465,-60.672674,North
1014,11,4,2024-12-14 21:33:36,2024-12-15 04:35:24,241.7,43.946,34.38,69.7,5,-78.233976,130.169803,-19.288376,124.767389,North
1015,9,4,2024-03-10 09:19:32,2024-03-10 09:32:01,20.4,4.163,97.99,56.11,49.89,-60.881173,-22.476474,-42.172126,-35.442553,West
1016,31,15,2024-11-02 12:59:25,2024-11-02 15:11:14,181.87,32.022,82.78,30.69,5,52.553249,37.181593,-84.559449,-157.505954,Central
1017,32,40,2024-04-25 23:17:39,2024-04-25 23:43:09,34.88,4.643,82.07,73.93,67.12,-28.970786,15.546063,61.092129,-80.331292,East
1018,38,22,2024-04-01 13:38:06,2024-04-01 15:15:05,61.78,8.532,38.22,68.69,54.82,-37.817839,-28.611533,-43.581761,174.759828,North
1019,15,37,2023-04-08 20:28:03,2023-04-09 00:17:22,193.02,41.877,50.5,57.37,5.15,-67.426772,-112.052004,-57.629387,-30.560182,West
1020,33,12,2023-07-08 20:41:26,2023-07-08 22:03:02,45.61,9.129,33.53,38.3,28.37,-80.750707,88.445724,-28.992065,40.635628,Central
1021,37,23,2023-08-30 16:58:09,2023-08-30 19:23:12,177.18,33.016,73.29,39.47,5,74.013953,43.537485,-54.923548,2.831612,North
1022,43,22,2023-08-15 01:49:30,2023-08-15 05:32:16,113.8,24.057,30.65,68.12,38.12,-49.584156,-134.074422,88.404637,-91.941495,West
1023,4,16,2024-01-29 21:10:32,2024-01-30 00:28:29,246.66,42.242,74.76,33.55,5,-15.926963,56.124755,-83.328253,151.865098,West
1024,15,13,2024-09-01 22:22:42,2024-09-01 22:56:09,25.18,5.364,45.15,60.92,54.23,-22.64896,4.110417,25.238611,28.785137,West
1025,34,39,2024-06-21 19:31:46,2024-06-21 20:52:33,102.69,20.942,76.27,92.6,53.46,64.092095,-72.200695,62.960695,-97.092022,West
1026,31,22,2023-05-07 01:07:05,2023-05-07 01:28:37,35.93,6.809,100.09,89.19,81.58,51.740812,-38.618437,-54.279234,-172.509191,Central
1027,1,15,2024-06-22 10:34:04,2024-06-22 11:28:49,72.93,15.91,79.91,45.54,11.47,-41.026939,165.274931,-88.012626,2.222659,East
1028,26,25,2023-06-09 11:22:27,2023-06-09 12:39:18,123.09,16.148,96.09,30.44,5,-42.626902,-106.49219,-10.53364,-100.939348,East
1029,27,2,2024-03-06 20:12:03,2024-03-06 20:55:58,38.98,7.807,53.25,42.64,31.97,8.896076,108.83523,16.455617,-81.235148,South
1030,28,3,2023-01-24 01:22:45,2023-01-24 02:35:16,63.74,10.29,52.73,44.23,26.52,89.609359,-121.525558,5.015537,-147.508703,Central
1031,14,22,2024-10-20 07:10:56,2024-10-20 10:59:21,168.58,38.967,44.28,31.4,5,-20.440348,-9.000211,-7.32545,-176.517524,East
1032,9,2,2024-10-07 19:16:18,2024-10-07 22:40:05,204.85,29.358,60.31,81.18,37.3,76.126797,-40.84021,7.996994,83.625385,West
1033,16,20,2023-12-21 08:15:10,2023-12-21 09:03:11,75.84,18.425,94.76,72.96,42.2,-14.462675,-42.126994,33.853027,-16.545124,East
1034,44,28,2024-11-13 06:20:09,2024-11-13 11:46:29,214.73,31.285,39.48,87.38,52.42,-42.504931,164.956395,-54.49975,-133.615119,Central
1035,15,13,2024-02-18 15:32:21,2024-02-18 17:29:02,116.57,28.821,59.94,68.97,33.03,-89.875316,-124.698285,-19.407974,15.984601,West
1036,18,3,2024-08-15 16:53:11,2024-08-15 21:01:26,186.73,41.968,45.13,64.81,14.97,-88.596999,34.111419,-80.127507,-108.799558,South
1037,25,16,2023-02-11 08:49:09,2023-02-11 12:27:27,190.69,36.42,52.41,38.22,5,84.555245,-33.819346,79.187877,78.923159,East
1038,42,32,2023-06-12 12:28:15,2023-06-12 14:50:14,219.55,44.741,92.77,81.41,21.83,30.349888,25.371993,-6.739982,-119.29243,Central
1039,13,33,2023-10-29 11:00:13,2023-10-29 13:46:50,226.64,43.023,81.61,63.1,5,71.64469,153.659353,-22.127571,-73.946012,East
1040,34,12,2023-09-07 23:13:04,2023-09-08 02:12:17,215.18,52.652,72.04,61.41,5,51.166872,-4.765465,77.955434,-6.703353,West
1041,35,18,2024-03-27 10:06:18,2024-03-27 11:17:38,123.28,16.568,103.69,67.96,38.37,15.868821,164.216596,50.944521,57.900961,West
1042,17,13,2023-12-18 03:22:59,2023-12-18 07:35:34,259.63,61.44,61.67,49.89,5,3.488813,125.809608,-88.692872,-36.676916,South
1043,41,11,2024-12-27 14:57:48,2024-12-27 19:59:50,253.52,55.824,50.36,35.51,5,-87.092765,126.551644,5.854043,-99.973453,East
1044,22,29,2024-02-07 23:31:09,2024-02-08 00:56:10,108.71,22.235,76.72,60.24,36.88,-8.899771,-11.74705,47.276932,172.519268,Central
1045,32,29,2023-12-30 03:46:55,2023-12-30 06:00:50,132.59,21.581,59.4,62.34,30.7,-17.464692,-168.220859,-8.175581,-179.163749,East
1046,2,12,2023-12-10 01:40:13,2023-12-10 02:34:35,73.97,10.348,81.63,53.34,36.15,-54.824242,160.797333,30.454322,-163.416689,North
1047,37,33,2024-02-29 14:19:47,2024-02-29 16:25:41,194.88,27.636,92.87,90.23,59.89,-77.664173,148.956572,22.813973,-135.449396,North
1048,6,24,2023-01-30 17:37:00,2023-01-30 20:32:44,166.08,26.573,56.7,73.88,22.68,-50.484994,-102.89619,78.488495,-163.289942,Central
1049,49,18,2023-05-29 01:49:57,2023-05-29 03:46:23,213.16,46.956,109.84,94.9,40.11,-24.342751,-172.745548,-4.598949,-39.257269,Central
1050,39,17,2023-01-07 15:04:58,2023-01-07 19:30:03,232.17,57.955,52.55,52.53,5,49.464509,-69.858456,3.148509,49.721852,East
1051,30,38,2024-08-11 14:31:44,2024-08-11 17:27:20,198.32,43.896,67.76,63.32,5,-21.622875,-80.47165,-29.722949,-18.813265,South
1052,12,26,2023-06-26 18:22:14,2023-06-26 19:10:13,71.94,13.805,89.93,60.84,36.14,-68.810626,16.846158,-26.01006,-160.049542,East
1053,40,30,2024-07-15 04:34:08,2024-07-15 08:51:09,245.25,56.774,57.25,35.58,5,85.000082,21.099947,-14.448195,-58.459106,East
1054,32,27,2023-06-12 18:56:34,2023-06-12 20:18:39,134.41,19.714,98.24,31.96,5,1.180143,151.692096,-21.265289,-126.752395,East
1055,11,20,2024-07-27 01:40:59,2024-07-27 01:45:57,7.86,1.342,94.83,84.23,81.39,-75.77866,40.221934,52.229672,-144.558634,North
1056,31,28,2024-06-16 15:32:42,2024-06-16 18:02:20,227.02,37.675,91.03,74.88,32.79,-57.090871,3.343672,-85.146817,8.755132,Central
1057,42,2,2024-03-16 20:24:36,2024-03-16 22:41:26,236.68,57.825,103.77,39.99,5,53.182788,7.81438,27.85665,-176.609975,Central
1058,26,37,2024-05-04 05:03:20,2024-05-04 07:23:26,240.75,42.59,103.1,67.3,5,16.145031,-118.928964,-9.515604,-83.13321,East
1059,29,14,2023-10-31 09:59:08,2023-10-31 10:22:34,23.79,4.031,60.91,60.86,52.63,-66.659399,-73.181989,69.355177,-154.041763,North
1060,33,20,2023-03-14 10:08:51,2023-03-14 10:48:32,55.57,12.735,83.99,41.55,27.69,-15.888264,44.550647,24.100897,99.523426,Central
1061,43,32,2023-01-21 20:18:21,2023-01-21 21:59:42,60.07,9.855,35.56,92.59,80.3,60.032494,66.175614,-7.173407,-113.119492,West
1062,17,19,2024-05-27 07:16:26,2024-05-27 09:40:48,159.7,20.973,66.37,53.96,9.81,25.785063,90.662083,41.399377,-102.275368,South
1063,25,27,2023-10-31 18:43:50,2023-10-31 20:03:05,51.33,9.619,38.86,64.87,54.58,37.047629,51.263268,55.247223,160.455549,East
1064,6,25,2024-12-02 20:05:30,2024-12-03 02:32:17,260.38,47.354,40.39,43.37,5,15.556794,64.892314,48.891236,-174.104829,Central
1065,48,31,2023-05-04 07:53:49,2023-05-04 09:38:18,183.09,34.841,105.13,68.19,32.67,-27.629814,127.696826,25.481539,-98.234014,East
1066,49,30,2023-08-02 22:35:31,2023-08-02 23:10:55,64.5,14.767,109.29,58.97,41.74,-30.699945,55.885278,87.595332,-53.356815,Central
1067,43,16,2024-02-13 10:40:32,2024-02-13 12:01:33,102.02,18.927,75.54,61.91,38.31,-15.74521,-171.584298,-20.874735,-118.055118,West
1068,3,6,2023-08-12 15:03:52,2023-08-12 16:57:16,195.66,45.22,103.51,52.54,5,-37.544785,-179.260157,56.714951,157.769797,North
1069,24,26,2024-04-21 03:39:39,2024-04-21 06:11:26,247.91,37.571,97.99,56.98,17.22,-6.676771,-95.113214,57.272496,-128.382071,North
1070,44,28,2023-12-22 14:32:07,2023-12-22 15:58:02,118.48,16.761,82.73,75.4,56.67,-71.947023,-113.244389,-37.101802,-51.382899,Central
1071,50,3,2023-07-06 04:14:36,2023-07-06 10:29:18,266.23,51.789,42.63,87.37,9.61,-36.437763,62.559482,35.086765,21.795618,North
1072,48,5,2024-06-26 04:28:59,2024-06-26 06:37:46,219.33,39.338,102.18,89.07,48.97,59.947144,146.355775,6.745304,121.538606,East
1073,40,8,2023-10-14 09:39:50,2023-10-14 10:22:54,27.58,4.664,38.42,79.83,74.54,-42.469088,-4.31687,80.856744,150.006457,East
1074,33,11,2023-07-16 07:54:40,2023-07-16 09:52:55,66.17,13.675,33.57,31.74,16.86,-76.560232,-156.910658,86.178869,25.512798,Central
1075,49,30,2023-10-24 01:15:17,2023-10-24 02:58:18,106.38,14.312,61.95,42.64,25.94,12.72399,162.58422,-38.790939,-163.034728,Central
1076,19,8,2024-07-04 18:34:28,2024-07-04 23:28:48,275.56,51.852,56.17,78.66,22.05,36.88259,-16.585051,23.892934,-145.985091,South
1077,6,6,2024-03-01 23:26:56,2024-03-02 01:43:54,198.82,37.079,87.09,58.45,5,9.625103,133.237267,78.305396,74.870414,Central
1078,21,11,2023-05-13 12:00:40,2023-05-13 15:13:24,252.36,36.567,78.56,41.52,5,75.666836,-179.44712,-50.121983,11.720064,West
1079,30,11,2023-03-02 06:17:41,2023-03-02 12:51:58,203.06,37.135,30.9,47.76,5,-31.720427,-77.140123,-63.294008,69.030895,South
1080,14,14,2024-07-08 21:36:36,2024-07-08 21:47:25,15.16,3.238,84.0,44.05,37.25,13.790446,27.345918,-78.420862,6.796885,East
1081,45,34,2024-05-12 21:19:59,2024-05-12 23:45:14,200.45,42.664,82.8,36.68,5,-15.783005,-120.747463,-57.505705,124.381616,North
1082,33,4,2024-04-09 15:21:21,2024-04-09 15:25:31,6.38,1.541,91.79,79.86,78.18,38.461693,-81.313172,72.837441,163.041636,Central
1083,28,16,2023-06-05 08:00:12,2023-06-05 08:30:17,31.96,5.448,63.73,94.3,84.92,-49.835899,-25.320011,-27.177034,-98.336462,Central
1084,15,5,2023-06-21 07:40:57,2023-06-21 15:18:40,287.83,60.356,37.73,84.3,9.04,-11.273333,3.211305,-29.576393,115.659881,West
1085,13,3,2023-11-19 20:50:13,2023-11-19 22:28:36,156.19,32.052,95.25,50.97,5,-34.025711,-0.067903,56.394166,-155.604316,East
1086,44,14,2024-12-26 17:07:28,2024-12-26 18:41:32,164.8,25.652,105.11,37.85,9.19,-50.865403,105.697044,44.780649,55.374029,Central
1087,27,21,2023-05-15 20:32:25,2023-05-15 20:39:16,9.42,1.465,82.32,30.78,28.78,26.892113,91.040629,48.084503,63.306638,South
1088,17,5,2024-05-26 01:17:42,2024-05-26 04:17:17,245.45,33.892,82.0,53.98,5,32.803584,53.923761,32.921556,-72.755833,South
1089,16,27,2023-08-23 05:00:20,2023-08-23 08:18:47,231.43,49.874,69.97,94.38,11.12,-70.472947,-14.722081,14.352773,-7.949443,East
1090,41,11,2023-07-15 16:30:17,2023-07-15 20:11:47,287.92,61.488,77.99,93.79,5,30.167334,-88.779244,74.272067,179.088103,East
1091,49,9,2023-09-15 21:47:46,2023-09-15 22:25:11,56.72,14.03,90.94,74.7,58.33,67.422674,-26.814696,-44.134527,-125.386033,Central
1092,48,31,2023-02-22 10:32:33,2023-02-22 11:51:45,103.86,18.267,78.68,68.03,49.41,-39.385779,57.954189,-61.149614,144.316389,East
1093,45,15,2024-01-27 00:25:47,2024-01-27 02:03:52,178.3,36.366,109.07,45.12,5,-15.784508,-9.308511,45.772391,137.936162,North
1094,10,20,2023-07-03 14:44:48,2023-07-03 17:12:18,222.68,30.55,90.58,70.28,24.89,-82.732595,60.609314,35.334305,-54.12851,North
1095,28,32,2023-08-19 09:17:57,2023-08-19 10:22:28,64.59,10.242,60.06,71.73,54.1,57.335321,-82.55412,-64.905229,36.142352,Central
1096,43,29,2024-07-28 04:43:25,2024-07-28 11:11:56,263.81,59.209,40.74,50.64,5,-44.090062,-10.272927,88.604301,-18.900078,West
1097,3,34,2024-09-06 23:50:40,2024-09-07 03:25:45,293.38,38.974,81.84,48.75,5.45,5.322796,-30.595389,-52.230672,-43.017045,North
1098,26,22,2023-07-08 03:50:54,2023-07-08 05:45:45,65.72,16.338,34.33,89.65,57.55,73.100643,33.311225,57.01365,113.040053,East
1099,49,15,2024-04-17 07:07:10,2024-04-17 10:46:43,262.45,53.953,71.72,41.93,5,-10.890553,58.823266,47.597686,-160.62669,Central
1100,6,32,2023-02-24 08:36:48,2023-02-24 16:59:34,286.33,69.462,34.17,94.48,5,-89.334522,-79.591839,-49.780346,-81.732657,Central
1101,11,6,2023-05-15 21:33:07,2023-05-15 23:24:55,179.83,28.477,96.5,90.57,30.24,51.497016,62.440961,-22.356558,-82.398793,North
1102,8,28,2024-07-17 02:46:35,2024-07-17 06:05:13,142.79,25.828,43.13,42.84,5,25.784468,93.344072,-34.007244,166.836878,North
1103,43,16,2023-08-24 10:12:24,2023-08-24 11:33:38,89.18,14.503,65.86,71.31,53.23,51.912155,-30.708939,-88.587921,3.142531,West
1104,35,6,2023-10-07 07:05:35,2023-10-07 09:54:49,122.48,23.349,43.42,58.69,17.0,23.244001,-138.490082,-11.808803,-143.174122,West
1105,32,10,2024-09-28 14:31:20,2024-09-28 18:41:56,286.36,51.914,68.56,79.53,5,49.249873,-145.445288,-77.275985,-176.286745,East
1106,8,20,2024-04-07 07:01:19,2024-04-07 09:13:26,163.47,28.714,74.23,41.42,5,1.523149,72.253284,71.604275,104.719785,North
1107,24,30,2023-08-08 23:42:38,2023-08-09 01:11:03,115.67,16.934,78.48,34.68,16.76,-14.880534,157.846416,-36.988104,117.823782,North
1108,35,13,2023-05-01 04:16:22,2023-05-01 13:20:53,275.26,59.909,30.33,86.01,5,-28.504006,-12.955197,58.481803,-116.532896,West
1109,28,32,2023-11-11 05:27:23,2023-11-11 08:05:57,278.08,48.602,105.22,93.08,9.43,-38.300987,19.628314,-27.871769,145.243734,Central
1110,36,20,2024-05-12 22:00:51,2024-05-13 06:18:52,296.32,73.812,35.7,87.52,5,3.978239,97.475925,1.069057,113.432172,West
1111,10,25,2024-12-25 00:09:15,2024-12-25 03:55:39,171.85,27.604,45.54,58.36,17.34,40.769979,62.5448,-29.639637,107.143827,North
1112,27,33,2024-07-04 19:06:45,2024-07-04 20:51:55,149.14,31.037,85.08,75.27,32.87,16.589867,-169.182418,-18.344704,83.929284,South
1113,32,16,2023-07-08 05:47:05,2023-07-08 07:11:30,145.93,31.344,103.72,53.49,7.53,-76.098352,-159.922383,23.014668,-66.297486,East
1114,2,10,2023-07-22 23:33:26,2023-07-23 01:17:48,183.6,29.319,105.54,39.58,5,-28.817795,-125.293435,5.641433,-95.764519,North
1115,42,11,2023-01-10 13:59:08,2023-01-10 15:02:26,39.44,6.946,37.38,76.25,67.0,-12.673533,-82.319482,15.542663,50.958192,Central
1116,42,6,2024-02-07 18:13:51,2024-02-07 20:57:46,273.43,49.552,100.08,40.78,5,27.101253,-175.502555,85.562076,-46.2138,Central
1117,50,20,2024-01-24 20:43:59,2024-01-25 00:14:46,290.47,48.496,82.68,54.88,5,-66.51576,32.001569,-16.480376,-152.202157,North
1118,31,6,2023-03-26 21:00:58,2023-03-26 23:06:25,192.67,28.347,92.14,52.39,20.72,31.087273,46.833119,62.922083,113.026568,Central
1119,16,26,2024-06-26 22:28:19,2024-06-26 23:21:07,95.89,12.484,108.96,83.07,62.23,-19.020359,93.410923,-73.2532,-144.866353,East
1120,6,27,2024-02-12 18:00:02,2024-02-12 20:24:42,127.97,19.345,53.07,58.01,20.74,-12.527734,29.917008,-83.143621,-34.417678,Central
1121,14,9,2023-06-03 19:22:12,2023-06-03 21:29:06,148.51,29.413,70.21,37.17,5,-14.808661,47.272381,15.348847,98.364675,East
1122,16,12,2023-06-06 01:48:32,2023-06-06 02:18:39,22.4,3.609,44.62,79.35,73.32,-37.482477,-74.501172,-70.33668,165.635304,East
1123,31,29,2024-05-01 21:05:44,2024-05-02 04:10:36,274.33,38.29,38.74,71.37,28.59,37.10091,-126.530109,66.397937,76.603718,Central
1124,8,25,2023-04-07 20:13:59,2023-04-07 21:44:35,86.64,16.232,57.37,68.07,38.18,10.25276,-94.068276,-70.119327,-36.365373,North
1125,49,7,2023-01-08 09:12:55,2023-01-08 09:28:13,23.01,4.6,90.14,30.47,25.1,32.317081,46.312379,88.595006,-12.459688,Central
1126,3,7,2023-06-13 22:35:57,2023-06-14 03:48:05,159.09,39.522,30.58,69.19,25.28,-8.369727,-136.03828,26.974423,-83.711331,North
1127,21,32,2024-01-03 13:40:47,2024-01-03 16:35:36,228.29,48.357,78.35,51.88,5,-30.307009,91.944203,-49.249735,-140.910349,West
1128,26,21,2024-09-26 11:08:07,2024-09-26 12:25:12,75.68,15.386,58.9,55.9,25.67,19.965442,17.632483,14.613516,-166.901012,East
1129,27,22,2024-09-18 05:57:57,2024-09-18 06:29:05,34.55,7.498,66.55,75.39,65.15,59.684503,-117.034197,34.86936,-103.351224,South
1130,11,2,2024-04-12 12:24:01,2024-04-12 12:58:10,41.25,9.082,72.45,91.82,72.58,-23.503937,-163.974013,70.543309,170.428657,North
1131,18,24,2023-12-18 00:21:48,2023-12-18 02:37:45,187.41,33.654,82.71,60.89,20.92,83.867198,-113.810614,-55.609659,-1.046814,South
1132,15,1,2024-05-10 14:32:51,2024-05-10 17:34:23,287.48,49.799,95.01,31.08,5,-78.32177,-18.167366,10.881187,81.669288,West
1133,3,21,2024-06-10 13:31:13,2024-06-10 15:15:09,136.07,27.692,78.54,56.01,25.24,-39.794654,147.08256,-19.103642,174.100212,North
1134,8,23,2023-11-29 08:56:15,2023-11-29 11:36:55,282.03,58.944,105.32,60.95,5,-49.675984,166.720174,-49.922418,-162.532777,North
